start,target,elapsed_task_time,method,game_mode,D,W,ID
"(2, 3)","(1, 7)",4.654900074005127,hotcorner,chase,1071.3,200.0,2.67
"(1, 4)","(1, 7)",1.6091015338897705,hotcorner,chase,993.43,200.0,2.58
"(2, 5)","(1, 7)",1.7215332984924316,hotcorner,chase,613.68,200.0,2.02
"(1, 5)","(1, 7)",2.4821431636810303,hotcorner,chase,816.65,200.0,2.35
"(1, 3)","(1, 7)",2.0070457458496094,hotcorner,chase,1199.16,200.0,2.81
"(3, 3)","(1, 7)",6.29854679107666,hotcorner,chase,1011.57,200.0,2.6
"(3, 4)","(1, 7)",8.402478218078613,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",1.3760395050048828,hotcorner,chase,834.63,200.0,2.37
"(3, 5)","(1, 7)",1.4670908451080322,hotcorner,chase,502.19,200.0,1.81
"(2, 3)","(1, 7)",1.3357610702514648,hotcorner,chase,1071.3,200.0,2.67
"(1, 4)","(1, 7)",1.3353660106658936,hotcorner,chase,993.43,200.0,2.58
"(2, 5)","(1, 7)",1.571333646774292,hotcorner,chase,613.68,200.0,2.02
"(1, 5)","(1, 7)",2.7768630981445312,hotcorner,chase,816.65,200.0,2.35
"(1, 3)","(1, 7)",1.2857105731964111,hotcorner,chase,1199.16,200.0,2.81
"(3, 3)","(1, 7)",1.7183468341827393,hotcorner,chase,1011.57,200.0,2.6
"(3, 4)","(1, 7)",1.4576528072357178,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",1.408092737197876,hotcorner,chase,834.63,200.0,2.37
"(3, 5)","(1, 7)",8.67780065536499,hotcorner,chase,502.19,200.0,1.81
"(2, 3)","(1, 7)",1.4071683883666992,hotcorner,chase,1071.3,200.0,2.67
"(1, 4)","(1, 7)",1.9401328563690183,hotcorner,chase,993.43,200.0,2.58
"(2, 5)","(1, 7)",1.664989948272705,hotcorner,chase,613.68,200.0,2.02
"(1, 5)","(1, 7)",1.5729272365570068,hotcorner,chase,816.65,200.0,2.35
"(1, 3)","(1, 7)",1.4561717510223389,hotcorner,chase,1199.16,200.0,2.81
"(3, 3)","(1, 7)",5.2924113273620605,hotcorner,chase,1011.57,200.0,2.6
"(3, 4)","(1, 7)",1.8797721862792969,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",1.4410970211029053,hotcorner,chase,834.63,200.0,2.37
"(3, 5)","(1, 7)",2.389103412628174,hotcorner,chase,502.19,200.0,1.81
"(2, 3)","(1, 7)",1.6434128284454346,hotcorner,chase,1071.3,200.0,2.67
"(1, 4)","(1, 7)",1.7668402194976809,hotcorner,chase,993.43,200.0,2.58
"(2, 5)","(1, 7)",1.6760592460632324,hotcorner,chase,613.68,200.0,2.02
"(1, 5)","(1, 7)",1.737426519393921,hotcorner,chase,816.65,200.0,2.35
"(1, 3)","(1, 7)",1.72790789604187,hotcorner,chase,1199.16,200.0,2.81
"(3, 3)","(1, 7)",9.019263744354248,hotcorner,chase,1011.57,200.0,2.6
"(3, 4)","(1, 7)",1.8312880992889404,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",1.4003496170043943,hotcorner,chase,834.63,200.0,2.37
"(2, 4)","(1, 3)",6.14223313331604,head_turn,memory,385.33,271.94,1.27
"(1, 3)","(2, 3)",3.6915104389190674,head_turn,memory,288.0,288.0,1.0
"(2, 3)","(1, 5)",2.855668544769287,head_turn,memory,587.44,261.89,1.7
"(1, 5)","(3, 4)",3.009750843048096,head_turn,memory,630.33,281.67,1.7
"(3, 4)","(2, 5)",2.7902655601501465,head_turn,memory,385.33,271.94,1.27
"(2, 5)","(2, 3)",3.2224795818328857,head_turn,memory,512.0,255.0,1.59
"(2, 3)","(1, 5)",2.424318313598633,head_turn,memory,587.44,261.89,1.7
"(1, 5)","(1, 4)",2.755788564682007,head_turn,memory,256.0,255.0,1.0
"(1, 4)","(3, 3)",3.294771432876587,head_turn,memory,630.33,281.67,1.7
"(3, 3)","(3, 4)",3.758087635040283,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(1, 5)",2.722134113311768,head_turn,memory,630.33,281.67,1.7
"(1, 5)","(3, 5)",2.974975109100342,head_turn,memory,576.0,288.0,1.58
"(3, 5)","(1, 3)",2.424539804458618,head_turn,memory,770.66,271.94,1.94
"(1, 3)","(2, 5)",2.8898825645446777,head_turn,memory,587.44,261.89,1.7
"(2, 5)","(3, 3)",2.440877676010132,head_turn,memory,587.44,261.89,1.7
"(3, 3)","(3, 5)",2.149809598922729,head_turn,memory,512.0,255.0,1.59
"(3, 5)","(3, 4)",3.884016752243042,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(1, 3)",4.958125352859497,head_turn,memory,630.33,281.67,1.7
"(1, 3)","(1, 5)",2.824614286422729,head_turn,memory,512.0,255.0,1.59
"(1, 5)","(3, 5)",4.525466442108154,head_turn,memory,576.0,288.0,1.58
"(3, 5)","(2, 4)",2.744237899780273,head_turn,memory,385.33,271.94,1.27
"(2, 4)","(2, 3)",2.594043970108032,head_turn,memory,256.0,255.0,1.0
"(2, 3)","(1, 4)",3.173276424407959,head_turn,memory,385.33,271.94,1.27
"(1, 4)","(2, 4)",2.759351253509521,head_turn,memory,288.0,288.0,1.0
"(2, 4)","(3, 4)",4.550208330154419,head_turn,memory,288.0,288.0,1.0
"(3, 4)","(2, 3)",2.6675145626068115,head_turn,memory,385.33,271.94,1.27
"(2, 3)","(1, 5)",2.7920379638671875,head_turn,memory,587.44,261.89,1.7
"(1, 5)","(3, 4)",2.406545877456665,head_turn,memory,630.33,281.67,1.7
"(3, 4)","(2, 4)",1.334665060043335,head_turn,memory,288.0,288.0,1.0
"(2, 4)","(2, 3)",3.5421595573425293,head_turn,memory,256.0,255.0,1.0
"(2, 3)","(1, 4)",2.9393324851989746,head_turn,memory,385.33,271.94,1.27
"(1, 4)","(3, 5)",2.0502872467041016,head_turn,memory,630.33,281.67,1.7
"(3, 5)","(3, 4)",2.1017608642578125,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(3, 5)",2.4709858894348145,head_turn,memory,256.0,255.0,1.0
"(3, 5)","(1, 5)",13.88598895072937,blink,memory,576.0,288.0,1.58
"(1, 5)","(2, 5)",10.488772869110107,blink,memory,288.0,288.0,1.0
"(2, 5)","(1, 5)",5.664378643035889,blink,memory,288.0,288.0,1.0
"(1, 5)","(3, 5)",3.5012149810791016,blink,memory,576.0,288.0,1.58
"(3, 5)","(1, 4)",2.9014508724212646,blink,memory,630.33,281.67,1.7
"(1, 4)","(2, 4)",3.9626312255859375,blink,memory,288.0,288.0,1.0
"(2, 4)","(1, 4)",2.7457494735717773,blink,memory,288.0,288.0,1.0
"(1, 4)","(2, 5)",2.989788055419922,blink,memory,385.33,271.94,1.27
"(2, 5)","(1, 4)",2.2077419757843018,blink,memory,385.33,271.94,1.27
"(1, 4)","(1, 3)",4.062045335769653,blink,memory,256.0,255.0,1.0
"(1, 3)","(3, 3)",8.140496253967285,blink,memory,576.0,288.0,1.58
"(3, 3)","(3, 4)",2.7507245540618896,blink,memory,256.0,255.0,1.0
"(3, 4)","(1, 4)",2.383175849914551,blink,memory,576.0,288.0,1.58
"(1, 4)","(3, 5)",2.561018228530884,blink,memory,630.33,281.67,1.7
"(3, 5)","(3, 3)",2.647601127624512,blink,memory,512.0,255.0,1.59
"(3, 3)","(2, 4)",2.1024510860443115,blink,memory,385.33,271.94,1.27
"(2, 4)","(2, 5)",2.2793726921081543,blink,memory,256.0,255.0,1.0
"(2, 5)","(1, 3)",3.3149752616882324,blink,memory,587.44,261.89,1.7
"(1, 3)","(3, 4)",2.9879000186920166,blink,memory,630.33,281.67,1.7
"(3, 4)","(3, 5)",4.055605888366699,blink,memory,256.0,255.0,1.0
"(3, 5)","(2, 4)",3.965717077255249,blink,memory,385.33,271.94,1.27
"(2, 4)","(2, 5)",2.302430868148804,blink,memory,256.0,255.0,1.0
"(2, 5)","(1, 3)",4.456078290939331,blink,memory,587.44,261.89,1.7
"(1, 3)","(3, 3)",2.9128546714782715,blink,memory,576.0,288.0,1.58
"(3, 3)","(2, 3)",2.751464605331421,blink,memory,288.0,288.0,1.0
"(2, 3)","(1, 4)",3.690021276473999,blink,memory,385.33,271.94,1.27
"(1, 4)","(2, 5)",6.336936235427856,blink,memory,385.33,271.94,1.27
"(2, 5)","(1, 4)",2.425191879272461,blink,memory,385.33,271.94,1.27
"(1, 4)","(3, 4)",3.840266466140747,blink,memory,576.0,288.0,1.58
"(3, 4)","(1, 3)",5.560753583908081,blink,memory,630.33,281.67,1.7
"(1, 3)","(2, 3)",3.617438316345215,blink,memory,288.0,288.0,1.0
"(2, 3)","(1, 3)",3.517751216888428,blink,memory,288.0,288.0,1.0
"(1, 3)","(2, 3)",3.633193731307984,blink,memory,288.0,288.0,1.0
"(2, 4)","(1, 7)",1.6390266418457031,hotcorner,chase,834.63,200.0,2.37
"(1, 4)","(1, 7)",2.0720102787017822,hotcorner,chase,993.43,200.0,2.58
"(1, 5)","(1, 7)",0.9355416297912598,hotcorner,chase,816.65,200.0,2.35
"(3, 3)","(1, 7)",2.851927757263184,hotcorner,chase,1011.57,200.0,2.6
"(1, 4)","(1, 7)",0.8982601165771484,hotcorner,chase,993.43,200.0,2.58
"(3, 4)","(1, 7)",2.4454009532928467,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",1.523494005203247,hotcorner,chase,834.63,200.0,2.37
"(1, 3)","(1, 7)",3.176486730575561,hotcorner,chase,1199.16,200.0,2.81
"(3, 5)","(1, 7)",2.636134147644043,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",4.100247383117676,hotcorner,chase,613.68,200.0,2.02
"(1, 5)","(1, 7)",1.881807565689087,hotcorner,chase,816.65,200.0,2.35
"(1, 4)","(1, 7)",1.5332980155944824,hotcorner,chase,993.43,200.0,2.58
"(3, 3)","(1, 7)",1.2141883373260498,hotcorner,chase,1011.57,200.0,2.6
"(3, 4)","(1, 7)",2.548490524291992,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",3.659424781799317,hotcorner,chase,834.63,200.0,2.37
"(1, 3)","(1, 7)",1.9097895622253416,hotcorner,chase,1199.16,200.0,2.81
"(3, 5)","(1, 7)",2.6060402393341064,hotcorner,chase,502.19,200.0,1.81
"(1, 5)","(1, 7)",1.959576845169068,hotcorner,chase,816.65,200.0,2.35
"(3, 4)","(1, 7)",4.474125146865845,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",0.9760873317718506,hotcorner,chase,834.63,200.0,2.37
"(1, 3)","(1, 7)",1.2181994915008545,hotcorner,chase,1199.16,200.0,2.81
"(3, 5)","(1, 7)",2.471439838409424,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",1.1164884567260742,hotcorner,chase,613.68,200.0,2.02
"(1, 5)","(1, 7)",0.7671864032745361,hotcorner,chase,816.65,200.0,2.35
"(1, 4)","(1, 7)",1.1782281398773191,hotcorner,chase,993.43,200.0,2.58
"(3, 3)","(1, 7)",2.4743406772613525,hotcorner,chase,1011.57,200.0,2.6
"(2, 3)","(1, 7)",3.749356508255005,hotcorner,chase,1071.3,200.0,2.67
"(3, 4)","(1, 7)",2.3792061805725098,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",1.9096646308898928,hotcorner,chase,834.63,200.0,2.37
"(1, 3)","(1, 7)",1.1646943092346191,hotcorner,chase,1199.16,200.0,2.81
"(3, 5)","(1, 7)",4.903841257095337,hotcorner,chase,502.19,200.0,1.81
"(3, 5)","(3, 4)",4.158915758132935,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(3, 3)",3.1110148429870605,head_turn,memory,256.0,255.0,1.0
"(3, 3)","(2, 3)",3.415835380554199,head_turn,memory,288.0,288.0,1.0
"(2, 3)","(2, 5)",3.0414812564849854,head_turn,memory,512.0,255.0,1.59
"(2, 5)","(3, 5)",3.3804867267608643,head_turn,memory,288.0,288.0,1.0
"(3, 5)","(2, 5)",2.378647804260254,head_turn,memory,288.0,288.0,1.0
"(2, 5)","(2, 4)",2.0259759426116943,head_turn,memory,256.0,255.0,1.0
"(2, 4)","(1, 3)",3.263049602508545,head_turn,memory,385.33,271.94,1.27
"(1, 3)","(2, 5)",3.95489501953125,head_turn,memory,587.44,261.89,1.7
"(2, 5)","(3, 3)",8.307955741882324,head_turn,memory,587.44,261.89,1.7
"(3, 3)","(1, 5)",3.481663227081299,head_turn,memory,770.66,271.94,1.94
"(1, 5)","(2, 4)",6.9138782024383545,head_turn,memory,385.33,271.94,1.27
"(2, 4)","(3, 3)",6.620093584060669,head_turn,memory,385.33,271.94,1.27
"(3, 3)","(3, 4)",3.50944447517395,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(1, 3)",3.384963035583496,head_turn,memory,630.33,281.67,1.7
"(1, 3)","(3, 5)",3.896915435791016,head_turn,memory,770.66,271.94,1.94
"(3, 5)","(3, 4)",8.515739679336548,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(1, 4)",4.61081600189209,head_turn,memory,576.0,288.0,1.58
"(1, 4)","(3, 3)",3.991349458694458,head_turn,memory,630.33,281.67,1.7
"(3, 3)","(3, 5)",3.781045913696289,head_turn,memory,512.0,255.0,1.59
"(3, 5)","(1, 5)",3.080989360809326,head_turn,memory,576.0,288.0,1.58
"(1, 5)","(3, 3)",10.442789554595947,head_turn,memory,770.66,271.94,1.94
"(3, 3)","(1, 3)",3.4544711112976074,head_turn,memory,576.0,288.0,1.58
"(1, 3)","(3, 4)",3.493424415588379,head_turn,memory,630.33,281.67,1.7
"(3, 4)","(2, 4)",2.9773826599121094,head_turn,memory,288.0,288.0,1.0
"(2, 4)","(1, 3)",5.2032904624938965,head_turn,memory,385.33,271.94,1.27
"(1, 3)","(1, 5)",4.7449119091033936,head_turn,memory,512.0,255.0,1.59
"(1, 5)","(3, 4)",3.698282241821289,head_turn,memory,630.33,281.67,1.7
"(3, 4)","(2, 3)",3.1158194541931152,head_turn,memory,385.33,271.94,1.27
"(2, 3)","(2, 5)",4.280226945877075,blink,chase,512.0,255.0,1.59
"(2, 5)","(1, 5)",4.355250120162964,blink,chase,288.0,288.0,1.0
"(1, 5)","(1, 4)",2.5026276111602783,blink,chase,256.0,255.0,1.0
"(1, 4)","(3, 3)",3.0251967906951904,blink,chase,630.33,281.67,1.7
"(3, 3)","(2, 3)",2.138775587081909,blink,chase,288.0,288.0,1.0
"(2, 3)","(3, 4)",2.120156526565552,blink,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",1.8249754905700684,blink,chase,288.0,288.0,1.0
"(2, 4)","(1, 3)",2.408500909805298,blink,chase,385.33,271.94,1.27
"(1, 3)","(3, 5)",2.312054395675659,blink,chase,770.66,271.94,1.94
"(3, 5)","(2, 5)",2.4121358394622803,blink,chase,288.0,288.0,1.0
"(2, 5)","(1, 5)",2.315058946609497,blink,chase,288.0,288.0,1.0
"(1, 5)","(1, 4)",2.078641176223755,blink,chase,256.0,255.0,1.0
"(1, 4)","(3, 3)",3.5455422401428223,blink,chase,630.33,281.67,1.7
"(3, 3)","(2, 3)",2.404025316238404,blink,chase,288.0,288.0,1.0
"(2, 3)","(3, 4)",2.291470766067505,blink,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",3.3698415756225586,blink,chase,288.0,288.0,1.0
"(2, 4)","(1, 3)",1.9054203033447263,blink,chase,385.33,271.94,1.27
"(1, 3)","(3, 5)",5.732126951217651,blink,chase,770.66,271.94,1.94
"(3, 5)","(2, 5)",2.203285217285156,blink,chase,288.0,288.0,1.0
"(2, 5)","(1, 5)",2.3770644664764404,blink,chase,288.0,288.0,1.0
"(1, 5)","(1, 4)",2.1001079082489014,blink,chase,256.0,255.0,1.0
"(1, 4)","(3, 3)",3.5920345783233643,blink,chase,630.33,281.67,1.7
"(3, 3)","(2, 3)",2.634083271026612,blink,chase,288.0,288.0,1.0
"(2, 3)","(3, 4)",4.697784185409546,blink,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",2.3814892768859863,blink,chase,288.0,288.0,1.0
"(2, 4)","(1, 3)",2.1022145748138428,blink,chase,385.33,271.94,1.27
"(1, 3)","(3, 5)",6.631434202194214,blink,chase,770.66,271.94,1.94
"(3, 5)","(2, 5)",4.354272127151489,blink,chase,288.0,288.0,1.0
"(2, 5)","(1, 5)",6.685359477996826,blink,chase,288.0,288.0,1.0
"(1, 5)","(1, 4)",2.3512325286865234,blink,chase,256.0,255.0,1.0
"(1, 4)","(2, 3)",6.213468790054321,blink,chase,385.33,271.94,1.27
"(2, 3)","(3, 4)",2.8696417808532715,blink,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",1.660414218902588,blink,chase,288.0,288.0,1.0
"(2, 4)","(1, 3)",1.874751329421997,blink,chase,385.33,271.94,1.27
"(1, 3)","(3, 5)",2.14216423034668,blink,chase,770.66,271.94,1.94
"(1, 4)","(1, 7)",4.669826030731201,hotcorner,memory,993.43,200.0,2.58
"(1, 4)","(1, 7)",3.4758403301239014,hotcorner,memory,993.43,200.0,2.58
"(2, 4)","(1, 7)",1.741398811340332,hotcorner,memory,834.63,200.0,2.37
"(3, 4)","(1, 7)",1.775190830230713,hotcorner,memory,756.43,200.0,2.26
"(1, 4)","(1, 7)",2.3625853061676025,hotcorner,memory,993.43,200.0,2.58
"(3, 3)","(1, 7)",2.170036554336548,hotcorner,memory,1011.57,200.0,2.6
"(2, 5)","(1, 7)",1.5070569515228271,hotcorner,memory,613.68,200.0,2.02
"(2, 4)","(1, 7)",3.2153854370117188,hotcorner,memory,834.63,200.0,2.37
"(1, 5)","(1, 7)",3.2480146884918213,hotcorner,memory,816.65,200.0,2.35
"(2, 3)","(1, 7)",2.1346755027771,hotcorner,memory,1071.3,200.0,2.67
"(1, 3)","(1, 7)",2.175250768661499,hotcorner,memory,1199.16,200.0,2.81
"(1, 5)","(1, 7)",4.07978105545044,hotcorner,memory,816.65,200.0,2.35
"(2, 4)","(1, 7)",3.271778106689453,hotcorner,memory,834.63,200.0,2.37
"(1, 5)","(1, 7)",3.95969295501709,hotcorner,memory,816.65,200.0,2.35
"(3, 4)","(1, 7)",2.494149208068848,hotcorner,memory,756.43,200.0,2.26
"(2, 4)","(1, 7)",1.7062697410583496,hotcorner,memory,834.63,200.0,2.37
"(1, 4)","(1, 7)",5.158911943435669,hotcorner,memory,993.43,200.0,2.58
"(3, 5)","(1, 7)",14.133453607559204,hotcorner,memory,502.19,200.0,1.81
"(2, 4)","(1, 7)",1.4598512649536133,hotcorner,memory,834.63,200.0,2.37
"(2, 3)","(1, 7)",1.642775535583496,hotcorner,memory,1071.3,200.0,2.67
"(3, 4)","(1, 7)",4.0246007442474365,hotcorner,memory,756.43,200.0,2.26
"(2, 5)","(1, 7)",1.767899990081787,hotcorner,memory,613.68,200.0,2.02
"(1, 4)","(1, 7)",2.6431353092193604,hotcorner,memory,993.43,200.0,2.58
"(3, 5)","(1, 7)",4.211384296417236,hotcorner,memory,502.19,200.0,1.81
"(1, 4)","(1, 7)",3.2284953594207764,hotcorner,memory,993.43,200.0,2.58
"(2, 4)","(1, 7)",3.1934010982513428,hotcorner,memory,834.63,200.0,2.37
"(3, 4)","(1, 7)",4.2183921337127686,hotcorner,memory,756.43,200.0,2.26
"(3, 4)","(1, 7)",1.8780982494354248,hotcorner,memory,756.43,200.0,2.26
"(3, 3)","(1, 7)",4.012262344360352,hotcorner,memory,1011.57,200.0,2.6
"(1, 3)","(1, 7)",3.979534387588501,hotcorner,memory,1199.16,200.0,2.81
"(2, 3)","(1, 7)",2.409522533416748,hotcorner,memory,1071.3,200.0,2.67
"(2, 3)","(1, 7)",2.947108507156372,hotcorner,memory,1071.3,200.0,2.67
"(3, 5)","(1, 7)",2.2934789657592773,hotcorner,memory,502.19,200.0,1.81
"(3, 5)","(2, 5)",2.819227457046509,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(1, 5)",1.87468695640564,head_turn,chase,288.0,288.0,1.0
"(1, 5)","(1, 4)",1.261345624923706,head_turn,chase,256.0,255.0,1.0
"(1, 4)","(3, 3)",2.951796531677246,head_turn,chase,630.33,281.67,1.7
"(3, 3)","(2, 3)",2.1743056774139404,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(3, 4)",6.517757654190064,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",2.330162286758423,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(1, 3)",1.8025221824646,head_turn,chase,385.33,271.94,1.27
"(1, 3)","(3, 5)",9.287124633789062,head_turn,chase,770.66,271.94,1.94
"(3, 5)","(2, 5)",3.1684410572052,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(1, 5)",1.974677324295044,head_turn,chase,288.0,288.0,1.0
"(1, 5)","(1, 4)",1.7564945220947266,head_turn,chase,256.0,255.0,1.0
"(1, 4)","(3, 3)",5.739815711975098,head_turn,chase,630.33,281.67,1.7
"(3, 3)","(3, 4)",4.106393575668335,head_turn,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",2.0070412158966064,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(1, 3)",2.148515224456787,head_turn,chase,385.33,271.94,1.27
"(1, 3)","(3, 5)",3.291214227676392,head_turn,chase,770.66,271.94,1.94
"(3, 5)","(2, 5)",2.8170816898345947,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(1, 5)",3.974578857421875,head_turn,chase,288.0,288.0,1.0
"(1, 5)","(1, 4)",1.5399296283721924,head_turn,chase,256.0,255.0,1.0
"(1, 4)","(3, 3)",3.3107144832611084,head_turn,chase,630.33,281.67,1.7
"(3, 3)","(2, 3)",1.993682146072388,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(3, 4)",2.25395941734314,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",3.018980026245117,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(1, 3)",2.0978307723999023,head_turn,chase,385.33,271.94,1.27
"(1, 3)","(3, 5)",2.9399397373199463,head_turn,chase,770.66,271.94,1.94
"(3, 5)","(2, 5)",1.7019011974334717,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(1, 5)",2.1283392906188965,head_turn,chase,288.0,288.0,1.0
"(1, 5)","(1, 4)",2.038818836212158,head_turn,chase,256.0,255.0,1.0
"(1, 4)","(3, 3)",2.132683753967285,head_turn,chase,630.33,281.67,1.7
"(3, 3)","(2, 3)",1.97431230545044,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(2, 4)",2.2589335441589355,head_turn,chase,256.0,255.0,1.0
"(2, 4)","(1, 3)",2.035348653793335,head_turn,chase,385.33,271.94,1.27
"(1, 3)","(3, 5)",2.0729496479034424,head_turn,chase,770.66,271.94,1.94
