correct_res,elapsed_task_time,event_type,from_highlighted_to_selected,game_mode,gaze_movement_pr_task,highlighted_cell,index,method,participant,result,target,task_index,timestamp,useLess
,,highlighted_cell,,memory,67031.32943474293,"(1, 5)",29,head_turn,p6_real,,"(1, 4)",6,2025-05-20 17:35:45.280531,False
False,6.7529637813568115,TaskCompleted,0.4224855899810791,memory,67289.9514971202,"(1, 5)",30,head_turn,p6_real,"(1, 5)","(1, 4)",6,2025-05-20 17:35:45.703017,True
,,highlighted_cell,,memory,69116.89540667893,"(2, 5)",31,head_turn,p6_real,,"(3, 5)",7,2025-05-20 17:35:47.721844,False
,,highlighted_cell,,memory,70883.71140374966,"(2, 4)",32,head_turn,p6_real,,"(3, 5)",7,2025-05-20 17:35:49.468125,False
,,highlighted_cell,,memory,74959.40380852672,"(3, 5)",33,head_turn,p6_real,,"(3, 5)",7,2025-05-20 17:35:51.604196,False
True,6.9369611740112305,TaskCompleted,2.038914680480957,memory,76031.43046636604,"(3, 5)",34,head_turn,p6_real,"(3, 5)","(3, 5)",7,2025-05-20 17:35:53.643111,False
,,highlighted_cell,,memory,76800.5854546085,"(3, 4)",35,head_turn,p6_real,,"(1, 4)",8,2025-05-20 17:35:55.062082,False
,,highlighted_cell,,memory,78027.7144827743,"(2, 5)",36,head_turn,p6_real,,"(1, 4)",8,2025-05-20 17:35:55.706834,False
,,highlighted_cell,,memory,78677.85965634506,"(2, 4)",37,head_turn,p6_real,,"(1, 4)",8,2025-05-20 17:35:56.159606,False
,,highlighted_cell,,memory,80807.49524365524,"(1, 4)",38,head_turn,p6_real,,"(1, 4)",8,2025-05-20 17:35:57.743881,False
True,4.817895412445068,TaskCompleted,1.7202644348144531,memory,81572.56685741454,"(1, 4)",39,head_turn,p6_real,"(1, 4)","(1, 4)",8,2025-05-20 17:35:59.465145,False
,,highlighted_cell,,memory,81842.52317864557,"(1, 4)",40,head_turn,p6_real,,"(1, 5)",9,2025-05-20 17:36:00.884740,False
,,highlighted_cell,,memory,84700.21856205491,"(3, 5)",41,head_turn,p6_real,,"(1, 5)",9,2025-05-20 17:36:01.797067,False
,,highlighted_cell,,memory,86759.09801148497,"(2, 5)",42,head_turn,p6_real,,"(1, 5)",9,2025-05-20 17:36:02.963020,False
,,highlighted_cell,,memory,87108.32797142986,"(1, 5)",43,head_turn,p6_real,,"(1, 5)",9,2025-05-20 17:36:03.430012,False
True,4.333001375198364,TaskCompleted,1.371530532836914,memory,87608.47417616785,"(1, 5)",44,head_turn,p6_real,"(1, 5)","(1, 5)",9,2025-05-20 17:36:04.802541,False
,,highlighted_cell,,memory,87900.161805524,"(1, 5)",45,head_turn,p6_real,,"(3, 3)",10,2025-05-20 17:36:06.220737,False
,,highlighted_cell,,memory,91670.88304996859,"(3, 3)",46,head_turn,p6_real,,"(3, 3)",10,2025-05-20 17:36:07.800984,False
True,3.2827229499816895,TaskCompleted,1.2871358394622803,memory,92197.48723552511,"(3, 3)",47,head_turn,p6_real,"(3, 3)","(3, 3)",10,2025-05-20 17:36:09.089626,False
,,highlighted_cell,,memory,95022.11497450063,"(2, 5)",48,head_turn,p6_real,,"(1, 5)",11,2025-05-20 17:36:11.420008,False
,,highlighted_cell,,memory,97386.18296929276,"(1, 5)",49,head_turn,p6_real,,"(1, 5)",11,2025-05-20 17:36:13.054464,False
,,highlighted_cell,,memory,97912.81638173871,"(2, 5)",50,head_turn,p6_real,,"(1, 5)",11,2025-05-20 17:36:14.279843,False
False,4.402490615844727,TaskCompleted,0.21740031242370605,memory,97912.81638173871,"(2, 5)",51,head_turn,p6_real,"(2, 5)","(1, 5)",11,2025-05-20 17:36:14.496242,True
,,highlighted_cell,,memory,101141.79427831924,"(3, 4)",52,head_turn,p6_real,,"(3, 3)",12,2025-05-20 17:36:17.478414,False
,,highlighted_cell,,memory,101850.22818923982,"(3, 3)",53,head_turn,p6_real,,"(3, 3)",12,2025-05-20 17:36:18.626256,False
True,5.767660617828369,TaskCompleted,2.640061378479004,memory,103812.87907205519,"(3, 3)",54,head_turn,p6_real,"(3, 3)","(3, 3)",12,2025-05-20 17:36:21.266318,False
,,highlighted_cell,,memory,104949.35651179949,"(3, 4)",55,head_turn,p6_real,,"(2, 4)",13,2025-05-20 17:36:22.681806,False
,,highlighted_cell,,memory,106689.3422682546,"(2, 5)",56,head_turn,p6_real,,"(2, 4)",13,2025-05-20 17:36:23.378151,False
,,highlighted_cell,,memory,107544.00791804747,"(2, 4)",57,head_turn,p6_real,,"(2, 4)",13,2025-05-20 17:36:24.196687,False
True,4.001733303070068,TaskCompleted,2.074974775314331,memory,108410.64981857447,"(2, 4)",58,head_turn,p6_real,"(2, 4)","(2, 4)",13,2025-05-20 17:36:26.270660,False
,,highlighted_cell,,memory,109884.46323221998,"(2, 5)",59,head_turn,p6_real,,"(2, 3)",14,2025-05-20 17:36:28.088984,False
,,highlighted_cell,,memory,114838.77419382532,"(3, 3)",60,head_turn,p6_real,,"(2, 3)",14,2025-05-20 17:36:31.038769,False
,,highlighted_cell,,memory,115004.84212400543,"(2, 3)",61,head_turn,p6_real,,"(2, 3)",14,2025-05-20 17:36:31.456044,False
True,5.784522533416748,TaskCompleted,1.6026277542114258,memory,115542.62839312285,"(2, 3)",62,head_turn,p6_real,"(2, 3)","(2, 3)",14,2025-05-20 17:36:33.059685,False
,,highlighted_cell,,memory,115878.74328493903,"(2, 3)",63,head_turn,p6_real,,"(3, 3)",15,2025-05-20 17:36:34.490971,False
,,highlighted_cell,,memory,119576.49988118386,"(3, 3)",64,head_turn,p6_real,,"(3, 3)",15,2025-05-20 17:36:35.908032,False
True,4.018058776855469,TaskCompleted,2.1722588539123535,memory,120422.60485120797,"(3, 3)",65,head_turn,p6_real,"(3, 3)","(3, 3)",15,2025-05-20 17:36:38.080291,False
,,highlighted_cell,,memory,124143.74588015917,"(3, 5)",66,head_turn,p6_real,,"(3, 5)",16,2025-05-20 17:36:40.727035,False
True,4.151192665100098,TaskCompleted,2.507594347000122,memory,127323.82377691162,"(3, 5)",67,head_turn,p6_real,"(3, 5)","(3, 5)",16,2025-05-20 17:36:43.234629,False
,,highlighted_cell,,memory,129763.77550009216,"(3, 3)",68,head_turn,p6_real,,"(3, 3)",17,2025-05-20 17:36:45.631739,False
,,highlighted_cell,,memory,130369.73139662985,"(3, 4)",69,head_turn,p6_real,,"(3, 3)",17,2025-05-20 17:36:47.030910,False
False,2.9843761920928955,TaskCompleted,0.19030499458312988,memory,130369.73139662985,"(3, 4)",70,head_turn,p6_real,"(3, 4)","(3, 3)",17,2025-05-20 17:36:47.221215,True
,,highlighted_cell,,memory,133657.13014250607,"(3, 4)",71,head_turn,p6_real,,"(3, 3)",18,2025-05-20 17:36:49.772401,False
,,highlighted_cell,,memory,136792.06814315522,"(3, 3)",72,head_turn,p6_real,,"(3, 3)",18,2025-05-20 17:36:51.787654,False
True,6.218129634857178,TaskCompleted,2.655428647994995,memory,139689.9427189626,"(3, 3)",73,head_turn,p6_real,"(3, 3)","(3, 3)",18,2025-05-20 17:36:54.443083,False
,,highlighted_cell,,memory,142559.8289660215,"(3, 4)",74,head_turn,p6_real,,"(2, 3)",19,2025-05-20 17:36:56.928945,False
,,highlighted_cell,,memory,142879.07429700613,"(2, 4)",75,head_turn,p6_real,,"(2, 3)",19,2025-05-20 17:36:57.607813,False
,,highlighted_cell,,memory,144405.28219085126,"(2, 3)",76,head_turn,p6_real,,"(2, 3)",19,2025-05-20 17:36:59.160306,False
True,4.934568643569946,TaskCompleted,1.2218286991119385,memory,144860.81740564082,"(2, 3)",77,head_turn,p6_real,"(2, 3)","(2, 3)",19,2025-05-20 17:37:00.382134,False
,,highlighted_cell,,memory,145212.72046077086,"(2, 3)",78,head_turn,p6_real,,"(3, 4)",20,2025-05-20 17:37:01.801080,False
,,highlighted_cell,,memory,147329.66899715905,"(3, 4)",79,head_turn,p6_real,,"(3, 4)",20,2025-05-20 17:37:02.732241,False
True,3.4155821800231934,TaskCompleted,2.071059226989746,memory,149107.82727868107,"(3, 4)",80,head_turn,p6_real,"(3, 4)","(3, 4)",20,2025-05-20 17:37:04.802298,False
,,highlighted_cell,,memory,149758.09680211984,"(3, 4)",81,head_turn,p6_real,,"(2, 4)",21,2025-05-20 17:37:06.221053,False
,,highlighted_cell,,memory,151530.066079122,"(2, 4)",82,head_turn,p6_real,,"(2, 4)",21,2025-05-20 17:37:07.319056,False
True,2.9810280799865723,TaskCompleted,1.4699928760528564,memory,152050.784788105,"(2, 4)",83,head_turn,p6_real,"(2, 4)","(2, 4)",21,2025-05-20 17:37:08.789503,False
,,highlighted_cell,,memory,155038.00929455302,"(2, 5)",84,head_turn,p6_real,,"(2, 5)",22,2025-05-20 17:37:11.586449,False
True,4.140682935714722,TaskCompleted,2.347289800643921,memory,156349.0522112418,"(2, 5)",85,head_turn,p6_real,"(2, 5)","(2, 5)",22,2025-05-20 17:37:13.933739,False
,,highlighted_cell,,memory,157900.32750435523,"(2, 5)",86,head_turn,p6_real,,"(1, 4)",23,2025-05-20 17:37:15.658354,False
,,highlighted_cell,,memory,160444.131137132,"(1, 4)",87,head_turn,p6_real,,"(1, 4)",23,2025-05-20 17:37:16.943368,False
True,3.6829023361206055,TaskCompleted,1.6778464317321777,memory,161040.17936230084,"(1, 4)",88,head_turn,p6_real,"(1, 4)","(1, 4)",23,2025-05-20 17:37:18.620215,False
,,highlighted_cell,,memory,162786.37189887455,"(2, 5)",89,head_turn,p6_real,,"(2, 5)",24,2025-05-20 17:37:20.418947,False
True,2.709160804748535,TaskCompleted,1.9146113395690918,memory,165124.1429610342,"(2, 5)",90,head_turn,p6_real,"(2, 5)","(2, 5)",24,2025-05-20 17:37:22.333558,False
,,highlighted_cell,,memory,167477.61851018382,"(2, 3)",91,head_turn,p6_real,,"(3, 3)",25,2025-05-20 17:37:24.750797,False
,,highlighted_cell,,memory,168099.2934999034,"(2, 4)",92,head_turn,p6_real,,"(3, 3)",25,2025-05-20 17:37:25.667277,False
,,highlighted_cell,,memory,173166.88734137773,"(3, 3)",93,head_turn,p6_real,,"(3, 3)",25,2025-05-20 17:37:27.701979,False
True,6.150275230407715,TaskCompleted,1.7883567810058594,memory,173949.0911065103,"(3, 3)",94,head_turn,p6_real,"(3, 3)","(3, 3)",25,2025-05-20 17:37:29.489336,False
,,highlighted_cell,,memory,177891.23513326497,"(2, 5)",95,head_turn,p6_real,,"(1, 5)",26,2025-05-20 17:37:31.938185,False
,,highlighted_cell,,memory,179726.73527198294,"(1, 5)",96,head_turn,p6_real,,"(1, 5)",26,2025-05-20 17:37:32.988863,False
True,3.8985304832458496,TaskCompleted,1.4049546718597412,memory,180187.45931760958,"(1, 5)",97,head_turn,p6_real,"(1, 5)","(1, 5)",26,2025-05-20 17:37:34.393817,False
,,highlighted_cell,,memory,182510.25482117388,"(2, 5)",98,head_turn,p6_real,,"(1, 5)",27,2025-05-20 17:37:36.027507,False
,,highlighted_cell,,memory,189447.77081657317,"(1, 5)",99,head_turn,p6_real,,"(1, 5)",27,2025-05-20 17:37:40.049495,False
True,5.784239768981934,TaskCompleted,1.1337778568267822,memory,189838.75800944635,"(1, 5)",100,head_turn,p6_real,"(1, 5)","(1, 5)",27,2025-05-20 17:37:41.182272,False
,,highlighted_cell,,memory,191362.92492865698,"(2, 5)",101,head_turn,p6_real,,"(2, 5)",28,2025-05-20 17:37:42.831774,False
,,highlighted_cell,,memory,192789.3598219161,"(3, 5)",102,head_turn,p6_real,,"(2, 5)",28,2025-05-20 17:37:43.748060,False
,,highlighted_cell,,memory,193498.98533349886,"(2, 5)",103,head_turn,p6_real,,"(2, 5)",28,2025-05-20 17:37:44.897590,False
True,4.299447059631348,TaskCompleted,1.589221715927124,memory,194031.9684394122,"(2, 5)",104,head_turn,p6_real,"(2, 5)","(2, 5)",28,2025-05-20 17:37:46.486812,False
,,highlighted_cell,,memory,194401.30121502327,"(2, 5)",105,head_turn,p6_real,,"(3, 4)",29,2025-05-20 17:37:47.905153,False
,,highlighted_cell,,memory,198233.2783672628,"(3, 4)",106,head_turn,p6_real,,"(3, 4)",29,2025-05-20 17:37:49.587192,False
True,3.1839165687561035,TaskCompleted,1.0870327949523926,memory,198654.31054490007,"(3, 4)",107,head_turn,p6_real,"(3, 4)","(3, 4)",29,2025-05-20 17:37:50.674224,False
,,highlighted_cell,,memory,201655.09472162504,"(3, 4)",108,head_turn,p6_real,,"(3, 4)",30,2025-05-20 17:37:54.171498,False
True,3.798764944076538,TaskCompleted,1.3060250282287598,memory,202232.4825602842,"(3, 4)",109,head_turn,p6_real,"(3, 4)","(3, 4)",30,2025-05-20 17:37:55.477523,False
,,highlighted_cell,,memory,206820.87281055536,"(3, 4)",110,head_turn,p6_real,,"(3, 4)",31,2025-05-20 17:38:00.111439,False
True,5.139705419540405,TaskCompleted,1.508819580078125,memory,207667.05690176215,"(3, 4)",111,head_turn,p6_real,"(3, 4)","(3, 4)",31,2025-05-20 17:38:01.620258,False
,,highlighted_cell,,memory,209854.58064365305,"(1, 5)",112,head_turn,p6_real,,"(1, 5)",32,2025-05-20 17:38:04.346202,False
True,3.0285627841949463,TaskCompleted,1.3063383102416992,memory,210195.80922966838,"(1, 5)",113,head_turn,p6_real,"(1, 5)","(1, 5)",32,2025-05-20 17:38:05.652540,False
,,highlighted_cell,,memory,210559.78554014,"(2, 5)",114,head_turn,p6_real,,"(3, 3)",33,2025-05-20 17:38:07.074102,False
,,highlighted_cell,,memory,212446.54135618362,"(3, 3)",115,head_turn,p6_real,,"(3, 3)",33,2025-05-20 17:38:07.934860,False
True,2.7020998001098633,TaskCompleted,1.4252948760986328,memory,213496.0172978595,"(3, 3)",116,head_turn,p6_real,"(3, 3)","(3, 3)",33,2025-05-20 17:38:09.360665,False
,,highlighted_cell,,memory,219584.60037504183,"(3, 4)",117,head_turn,p6_real,,"(3, 4)",34,2025-05-20 17:38:13.421519,False
True,4.2790138721466064,TaskCompleted,1.222038745880127,memory,220058.13900915196,"(3, 4)",118,head_turn,p6_real,"(3, 4)","(3, 4)",34,2025-05-20 17:38:14.643558,False
,,highlighted_cell,,memory,220258.29859562864,"(3, 4)",119,head_turn,p6_real,,"(3, 4)",35,2025-05-20 17:38:16.063439,False
True,3.4321658611297607,TaskCompleted,3.0181469917297363,memory,224960.91125918462,"(3, 4)",120,head_turn,p6_real,"(3, 4)","(3, 4)",35,2025-05-20 17:38:19.081088,False
,,highlighted_cell,,chase,2848.5327544294114,"(3, 4)",121,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:15.600851,False
,,highlighted_cell,,chase,4341.862139003829,"(2, 4)",122,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:17.063680,False
,,highlighted_cell,,chase,7804.170275565258,"(3, 5)",123,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:20.458005,False
,,highlighted_cell,,chase,16201.902691430034,"(2, 5)",124,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:27.934415,False
,,highlighted_cell,,chase,21342.91551168392,"(3, 3)",125,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:33.523486,False
,,highlighted_cell,,chase,22803.963205703538,"(2, 3)",126,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:35.763851,False
,,highlighted_cell,,chase,23742.20472497009,"(1, 3)",127,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:37.355503,False
,,highlighted_cell,,chase,24715.886273258842,"(1, 4)",128,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:38.468936,False
,,highlighted_cell,,chase,26279.026648091458,"(3, 4)",129,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:42:40.258920,False
,,highlighted_cell,,chase,71127.71956803267,"(3, 5)",130,head_turn,p6_real,,"(3, 5)",36,2025-05-20 17:43:09.849579,False
True,60.301286935806274,TaskCompleted,2.9583137035369873,chase,72660.54901836542,"(3, 5)",131,head_turn,p6_real,"(3, 5)","(3, 5)",36,2025-05-20 17:43:12.807893,False
,,highlighted_cell,,chase,73940.05070748013,"(2, 5)",132,head_turn,p6_real,,"(2, 5)",37,2025-05-20 17:43:14.650182,False
True,2.117408275604248,TaskCompleted,1.2782199382781982,chase,74511.39435946783,"(2, 5)",133,head_turn,p6_real,"(2, 5)","(2, 5)",37,2025-05-20 17:43:15.928402,False
,,highlighted_cell,,chase,76763.59935334076,"(3, 4)",134,head_turn,p6_real,,"(3, 4)",38,2025-05-20 17:43:18.364707,False
,,highlighted_cell,,chase,77680.97652381455,"(3, 5)",135,head_turn,p6_real,,"(3, 4)",38,2025-05-20 17:43:19.230414,False
,,highlighted_cell,,chase,78532.16268589275,"(3, 4)",136,head_turn,p6_real,,"(3, 4)",38,2025-05-20 17:43:20.529827,False
True,4.779906272888184,TaskCompleted,1.1837797164916992,chase,79037.02552404716,"(3, 4)",137,head_turn,p6_real,"(3, 4)","(3, 4)",38,2025-05-20 17:43:21.713607,False
,,highlighted_cell,,chase,80085.4923715041,"(2, 5)",138,head_turn,p6_real,,"(2, 4)",39,2025-05-20 17:43:23.811055,False
,,highlighted_cell,,chase,80687.2909649306,"(2, 3)",139,head_turn,p6_real,,"(2, 4)",39,2025-05-20 17:43:24.594468,False
,,highlighted_cell,,chase,81417.14611020779,"(2, 4)",140,head_turn,p6_real,,"(2, 4)",39,2025-05-20 17:43:26.008068,False
True,4.366774320602417,TaskCompleted,1.0769526958465576,chase,81771.55069419851,"(2, 4)",141,head_turn,p6_real,"(2, 4)","(2, 4)",39,2025-05-20 17:43:27.085020,False
,,highlighted_cell,,chase,82773.82157460187,"(2, 3)",142,head_turn,p6_real,,"(2, 3)",40,2025-05-20 17:43:28.923238,False
True,1.8538634777069092,TaskCompleted,1.020374059677124,chase,83064.60528871832,"(2, 3)",143,head_turn,p6_real,"(2, 3)","(2, 3)",40,2025-05-20 17:43:29.943612,False
,,highlighted_cell,,chase,84647.87022650754,"(1, 5)",144,head_turn,p6_real,,"(1, 5)",41,2025-05-20 17:43:32.536479,False
,,highlighted_cell,,chase,85176.88380903915,"(1, 4)",145,head_turn,p6_real,,"(1, 5)",41,2025-05-20 17:43:33.016583,False
,,highlighted_cell,,chase,85764.91551267412,"(1, 5)",146,head_turn,p6_real,,"(1, 5)",41,2025-05-20 17:43:33.780299,False
True,3.7420430183410645,TaskCompleted,0.908991813659668,chase,86070.30168366537,"(1, 5)",147,head_turn,p6_real,"(1, 5)","(1, 5)",41,2025-05-20 17:43:34.689291,False
,,highlighted_cell,,chase,87952.7379329113,"(3, 3)",148,head_turn,p6_real,,"(3, 3)",42,2025-05-20 17:43:36.786211,False
True,2.3665859699249268,TaskCompleted,1.2739977836608887,chase,88530.85068942374,"(3, 3)",149,head_turn,p6_real,"(3, 3)","(3, 3)",42,2025-05-20 17:43:38.060209,False
,,highlighted_cell,,chase,89705.43861914634,"(1, 3)",150,head_turn,p6_real,,"(1, 3)",43,2025-05-20 17:43:40.062418,False
True,2.8861429691314697,TaskCompleted,1.8895628452301025,chase,90507.24522716278,"(1, 3)",151,head_turn,p6_real,"(1, 3)","(1, 3)",43,2025-05-20 17:43:41.950973,False
,,highlighted_cell,,chase,91036.55641785832,"(1, 4)",152,head_turn,p6_real,,"(1, 4)",44,2025-05-20 17:43:43.577383,False
True,2.021249771118164,TaskCompleted,1.4003574848175049,chase,91450.42489070652,"(1, 4)",153,head_turn,p6_real,"(1, 4)","(1, 4)",44,2025-05-20 17:43:44.976586,False
,,highlighted_cell,,chase,92618.44826050938,"(3, 5)",154,head_turn,p6_real,,"(3, 5)",45,2025-05-20 17:43:46.955143,False
True,2.011582136154175,TaskCompleted,1.0379748344421387,chase,93013.78349964354,"(3, 5)",155,head_turn,p6_real,"(3, 5)","(3, 5)",45,2025-05-20 17:43:47.993118,False
,,highlighted_cell,,chase,93988.69701990469,"(2, 5)",156,head_turn,p6_real,,"(2, 5)",46,2025-05-20 17:43:49.760906,False
True,2.042177438735962,TaskCompleted,1.2801976203918457,chase,94418.11293887354,"(2, 5)",157,head_turn,p6_real,"(2, 5)","(2, 5)",46,2025-05-20 17:43:51.041104,False
,,highlighted_cell,,chase,95426.54532203403,"(3, 4)",158,head_turn,p6_real,,"(3, 4)",47,2025-05-20 17:43:53.297518,False
True,2.6037373542785645,TaskCompleted,1.3517835140228271,chase,96342.69576211483,"(3, 4)",159,head_turn,p6_real,"(3, 4)","(3, 4)",47,2025-05-20 17:43:54.649302,False
,,highlighted_cell,,chase,97656.83012085692,"(2, 5)",160,head_turn,p6_real,,"(2, 4)",48,2025-05-20 17:43:56.670393,False
,,highlighted_cell,,chase,98249.03569884886,"(2, 4)",161,head_turn,p6_real,,"(2, 4)",48,2025-05-20 17:43:57.614870,False
True,3.0287370681762695,TaskCompleted,1.0680944919586182,chase,98662.14257851949,"(2, 4)",162,head_turn,p6_real,"(2, 4)","(2, 4)",48,2025-05-20 17:43:58.682965,False
,,highlighted_cell,,chase,99484.33356904858,"(2, 3)",163,head_turn,p6_real,,"(2, 3)",49,2025-05-20 17:44:01.250056,False
True,2.4229235649108887,TaskCompleted,0.8599340915679932,chase,99696.48865427743,"(2, 3)",164,head_turn,p6_real,"(2, 3)","(2, 3)",49,2025-05-20 17:44:02.109990,False
,,highlighted_cell,,chase,100459.43808770968,"(2, 5)",165,head_turn,p6_real,,"(1, 5)",50,2025-05-20 17:44:03.878398,False
,,highlighted_cell,,chase,100907.24376075665,"(1, 5)",166,head_turn,p6_real,,"(1, 5)",50,2025-05-20 17:44:04.343514,False
True,2.2230188846588135,TaskCompleted,0.9933960437774658,chase,101206.02834818557,"(1, 5)",167,head_turn,p6_real,"(1, 5)","(1, 5)",50,2025-05-20 17:44:05.336910,False
,,highlighted_cell,,chase,102367.52238350653,"(3, 3)",168,head_turn,p6_real,,"(3, 3)",51,2025-05-20 17:44:07.139481,False
True,1.875288724899292,TaskCompleted,1.0767290592193604,chase,102717.160699454,"(3, 3)",169,head_turn,p6_real,"(3, 3)","(3, 3)",51,2025-05-20 17:44:08.216210,False
,,highlighted_cell,,chase,103892.71269399619,"(1, 3)",170,head_turn,p6_real,,"(1, 3)",52,2025-05-20 17:44:10.184992,False
True,2.6012794971466064,TaskCompleted,1.637359380722046,chase,105047.29337299554,"(1, 3)",171,head_turn,p6_real,"(1, 3)","(1, 3)",52,2025-05-20 17:44:11.822351,False
,,highlighted_cell,,chase,106070.85822052542,"(1, 4)",172,head_turn,p6_real,,"(1, 4)",53,2025-05-20 17:44:13.695355,False
,,highlighted_cell,,chase,106783.8359244619,"(1, 5)",173,head_turn,p6_real,,"(1, 4)",53,2025-05-20 17:44:14.691493,False
False,2.239499092102051,TaskCompleted,0.3751058578491211,chase,107047.89427315503,"(1, 5)",174,head_turn,p6_real,"(1, 5)","(1, 4)",53,2025-05-20 17:44:15.066598,True
,,highlighted_cell,,chase,108347.44493199287,"(3, 5)",175,head_turn,p6_real,,"(3, 5)",54,2025-05-20 17:44:17.058894,False
True,2.090944290161133,TaskCompleted,1.1035888195037842,chase,108661.25251234841,"(3, 5)",176,head_turn,p6_real,"(3, 5)","(3, 5)",54,2025-05-20 17:44:18.162483,False
