correct_res,elapsed_task_time,event_type,from_highlighted_to_selected,game_mode,gaze_movement_pr_task,highlighted_cell,index,method,participant,result,target,task_index,timestamp,useLess
,,highlighted_cell,,memory,255.48200310559315,"(1, 4)",0,blink,p4_real,,"(2, 5)",0,2025-05-20 10:45:11.074624,False
,,highlighted_cell,,memory,2175.4183768668513,"(2, 4)",1,blink,p4_real,,"(2, 5)",0,2025-05-20 10:45:11.923754,False
,,highlighted_cell,,memory,2537.399285305424,"(1, 5)",2,blink,p4_real,,"(2, 5)",0,2025-05-20 10:45:12.489599,False
,,highlighted_cell,,memory,2765.0751984248113,"(2, 5)",3,blink,p4_real,,"(2, 5)",0,2025-05-20 10:45:12.723085,False
True,3.32877254486084,TaskCompleted,1.4764971733093262,memory,3175.0784033866435,"(2, 5)",4,blink,p4_real,"(2, 5)","(2, 5)",0,2025-05-20 10:45:14.199595,False
,,highlighted_cell,,memory,3330.1344348370476,"(2, 5)",5,blink,p4_real,,"(3, 4)",1,2025-05-20 10:45:15.412613,False
,,highlighted_cell,,memory,6430.806918402525,"(3, 4)",6,blink,p4_real,,"(3, 4)",1,2025-05-20 10:45:17.110965,False
,,highlighted_cell,,memory,6772.763567722039,"(3, 3)",7,blink,p4_real,,"(3, 4)",1,2025-05-20 10:45:17.341686,False
,,highlighted_cell,,memory,8524.907817137995,"(3, 4)",8,blink,p4_real,,"(3, 4)",1,2025-05-20 10:45:17.856440,False
,,highlighted_cell,,memory,8683.603880657096,"(3, 3)",9,blink,p4_real,,"(3, 4)",1,2025-05-20 10:45:18.193931,False
,,highlighted_cell,,memory,9552.336889024386,"(3, 4)",10,blink,p4_real,,"(3, 4)",1,2025-05-20 10:45:20.193627,False
True,6.239327907562256,TaskCompleted,1.2478137016296387,memory,9840.531768591132,"(3, 4)",11,blink,p4_real,"(3, 4)","(3, 4)",1,2025-05-20 10:45:21.440441,False
,,highlighted_cell,,memory,11623.130555254087,"(2, 4)",12,blink,p4_real,,"(2, 4)",2,2025-05-20 10:45:23.397857,False
True,3.114750862121582,TaskCompleted,2.1609253883361816,memory,12099.909144496683,"(2, 4)",13,blink,p4_real,"(2, 4)","(2, 4)",2,2025-05-20 10:45:25.558782,False
,,highlighted_cell,,memory,13844.53822765576,"(2, 4)",14,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:27.398864,False
,,highlighted_cell,,memory,16557.913666387893,"(1, 4)",15,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:29.074572,False
,,highlighted_cell,,memory,17020.977489029476,"(1, 3)",16,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:29.543893,False
,,highlighted_cell,,memory,19156.370530825814,"(3, 4)",17,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:30.342216,False
,,highlighted_cell,,memory,20721.694065746495,"(2, 4)",18,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:31.388889,False
,,highlighted_cell,,memory,21006.84215152973,"(3, 4)",19,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:31.691059,False
,,highlighted_cell,,memory,22656.341105501848,"(2, 3)",20,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:34.503986,False
,,highlighted_cell,,memory,23363.106006866325,"(3, 5)",21,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:35.057893,False
,,highlighted_cell,,memory,23491.85869134477,"(3, 4)",22,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:35.325787,False
,,highlighted_cell,,memory,25431.278019371075,"(3, 5)",23,blink,p4_real,,"(3, 5)",3,2025-05-20 10:45:37.259356,False
True,12.396590232849121,TaskCompleted,1.6985547542572021,memory,25804.547764850602,"(3, 5)",24,blink,p4_real,"(3, 5)","(3, 5)",3,2025-05-20 10:45:38.957402,False
,,highlighted_cell,,memory,26696.554364223888,"(2, 4)",25,blink,p4_real,,"(2, 3)",4,2025-05-20 10:45:40.299992,False
,,highlighted_cell,,memory,28830.415766760158,"(2, 3)",26,blink,p4_real,,"(2, 3)",4,2025-05-20 10:45:41.464808,False
,,highlighted_cell,,memory,29151.906300033508,"(1, 3)",27,blink,p4_real,,"(2, 3)",4,2025-05-20 10:45:41.930977,False
,,highlighted_cell,,memory,29532.717638453225,"(2, 3)",28,blink,p4_real,,"(2, 3)",4,2025-05-20 10:45:42.410947,False
,,highlighted_cell,,memory,31764.418656549,"(2, 3)",29,blink,p4_real,,"(2, 3)",4,2025-05-20 10:45:43.177171,False
True,5.462944507598877,TaskCompleted,2.2457785606384277,memory,32400.955870091726,"(2, 3)",30,blink,p4_real,"(2, 3)","(2, 3)",4,2025-05-20 10:45:45.423949,False
,,highlighted_cell,,memory,35766.02620203203,"(3, 3)",31,blink,p4_real,,"(3, 3)",5,2025-05-20 10:45:47.690708,False
True,3.35746693611145,TaskCompleted,2.093364953994751,memory,36405.45124677552,"(3, 3)",32,blink,p4_real,"(3, 3)","(3, 3)",5,2025-05-20 10:45:49.784073,False
,,highlighted_cell,,memory,38531.20057544797,"(2, 3)",33,blink,p4_real,,"(2, 3)",6,2025-05-20 10:45:51.740314,False
,,highlighted_cell,,memory,40942.254508484264,"(3, 5)",34,blink,p4_real,,"(2, 3)",6,2025-05-20 10:45:52.585212,False
,,highlighted_cell,,memory,41839.990218732535,"(2, 3)",35,blink,p4_real,,"(2, 3)",6,2025-05-20 10:45:53.086089,False
True,4.285268306732178,TaskCompleted,1.9880149364471436,memory,42380.699747338396,"(2, 3)",36,blink,p4_real,"(2, 3)","(2, 3)",6,2025-05-20 10:45:55.073609,False
,,highlighted_cell,,memory,44575.56574713788,"(2, 4)",37,blink,p4_real,,"(1, 5)",7,2025-05-20 10:45:56.855801,False
,,highlighted_cell,,memory,45217.67259617169,"(1, 4)",38,blink,p4_real,,"(1, 5)",7,2025-05-20 10:45:57.289934,False
,,highlighted_cell,,memory,45710.187370431035,"(1, 5)",39,blink,p4_real,,"(1, 5)",7,2025-05-20 10:45:58.008786,False
True,4.020118236541748,TaskCompleted,2.0878682136535645,memory,46831.41246459674,"(1, 5)",40,blink,p4_real,"(1, 5)","(1, 5)",7,2025-05-20 10:46:00.097695,False
,,highlighted_cell,,memory,46951.58093143932,"(1, 5)",41,blink,p4_real,,"(2, 5)",8,2025-05-20 10:46:01.322591,False
,,highlighted_cell,,memory,49201.98087264918,"(2, 3)",42,blink,p4_real,,"(2, 5)",8,2025-05-20 10:46:02.555074,False
,,highlighted_cell,,memory,49787.30228674099,"(2, 5)",43,blink,p4_real,,"(2, 5)",8,2025-05-20 10:46:02.818169,False
True,3.820742130279541,TaskCompleted,2.1040074825286865,memory,50789.896823384894,"(2, 5)",44,blink,p4_real,"(2, 5)","(2, 5)",8,2025-05-20 10:46:04.921177,False
